Cache Hit Rate,End-to-End Time (min),DB Utilization
0.0,20.784816103000573,0.9986062704300073
0.2,16.64360220740263,0.9981267907227196
0.4,13.796285130052558,0.9967371815052791
0.6,12.040312241733371,0.7768933677625649
0.8,11.980927000608654,0.39744316719234357
