Metric,With Cache,Without Cache,Improvement (%)
system_avg_end_to_end_time,2.787195293616864,12.065919013417052,76.90026519722566
db_utilization,0.9943549529810921,0.9981889351669944,0.38409383743177206
db_avg_queue_length,141.33208813488704,605.2395430087756,76.64857001373457
system_throughput,45.11333333333334,30.166666666666668,-49.546961325966855
